,GammaCorrection0.25,GammaCorrection0.5,GammaCorrection1.0,GammaCorrection2.0,GammaCorrection4.0,"GaussianBlur(3,1.0)","GaussianBlur(3,2.0)","GaussianBlur(3,4.0)","GaussianBlur(5,1.0)","GaussianBlur(5,2.0)","GaussianBlur(5,4.0)","GaussianBlur(7,1.0)","GaussianBlur(7,2.0)","GaussianBlur(7,4.0)","GaussianBlur(9,1.0)","GaussianBlur(9,2.0)","GaussianBlur(9,4.0)",binary,blur3,blur5,blur7,blur9,gray,medianBlur3,medianBlur5,medianBlur7,medianBlur9,morphologyCL3,morphologyCL5,morphologyCL7,morphologyCL9,morphologyOP3,morphologyOP5,morphologyOP7,morphologyOP9
Xiaomi_M2101K6G_0.csv,36.8036546555811,77.8588449106012,98.0097929297329,78.64045274426,61.3380750234433,41.7663596132007,26.7336488915178,23.614734689146,33.9936729934384,4.19679261116953,1.07584674585844,32.5441351868118,2.98770277452589,0.5505998344484,32.5441351868118,3.73349109726832,0.101497178184648,0.510781540776035,22.376223021949,0.982820886983001,0.704487042613535,0.179563585303462,98.0097929297329,37.5928028096133,2.98487359264371,0.366982741830881,0.158011565015869,0.395548820347755,0.395548820347755,0.395548820347755,0.395548820347755,0.416734584062623,0.416734584062623,0.416734584062623,0.416734584062623
Xiaomi_M2101K6G_1.csv,16.2026149986724,49.0516091529976,52.832617709233,40.8620324340458,23.6568295939501,17.6609249256454,13.9386967562602,13.1492813910293,14.2901057539103,3.74404910415016,0.821442799334238,13.9492161199669,2.32459491800765,0.54566055917867,13.9492161199669,2.37134727692418,0.140862625158834,0.849595658002357,13.0886142534322,1.07707978209983,0.307496167333569,0.12349342743133,52.8737740319749,13.5742954927372,2.87902445156933,1.17141928234653,0.48925285287245,0.570823597187901,0.570823597187901,0.570823597187901,0.570823597187901,0.700488834906846,0.700488834906846,0.700488834906846,0.700488834906846
Xiaomi_M2101K6G_2.csv,23.4659958506781,63.9601183565997,72.7380567545168,57.2614596829065,33.9344643868843,22.2625016320953,10.4322285171136,8.82189816303076,17.6988784371807,0.886825967223444,0.591662751061395,17.2677488662695,0.473217277155049,0.252922175982519,17.2677488662695,1.36476728432666,0.147288114452167,0.900047478613453,7.88361652499758,0.64113740534146,0.314285149233006,0.18824467063891,72.773350852926,17.2694661253659,0.577740126695643,0.150430806975829,0.070939903938669,0.397796625442794,0.397796625442794,0.397796625442794,0.397796625442794,0.471622178258082,0.471622178258082,0.471622178258082,0.471622178258082
apple_iPhone12_0.csv,0.0149893054214264,0.0178324216965509,0.0197158953188473,0.0153232452114611,0.0149032997107571,0.0139676774586151,0.0152734561850826,0.0137627770946313,0.0128245970103263,0.0163573516174809,0.0147308149224592,0.0135287830509876,0.0148327383596024,0.0147372660831687,0.0135287830509876,0.0135362184247325,0.0130249071977258,0.012945629717424,0.0142200531883235,0.0157224828365487,0.0156453765177953,0.0137351666296476,0.0199056653404526,0.0137478542543438,0.0133526395169564,0.0135914611023676,0.0138577441919543,0.0133012384893342,0.0133012384893342,0.0133012384893342,0.0133012384893342,0.013215338338227,0.013215338338227,0.013215338338227,0.013215338338227
apple_iPhone12_1.csv,0.0211445107014418,0.023238948390622,0.0244318857104269,0.0246555264886065,0.0213646846109106,0.0199591969267721,0.0222038700518968,0.022519483790778,0.0212323395136548,0.0196030746494674,0.0205053677796897,0.0209560736889444,0.0220949844427214,0.0209983021756506,0.0209560736889444,0.0219469961479511,0.0214604810997151,0.0219362064256245,0.0224448381954528,0.0211249082737833,0.0205999230898682,0.0203077125207278,0.0237456234016617,0.020560736696744,0.0210110627562119,0.0203046979773362,0.0213241791893498,0.0217346675084075,0.0217346675084075,0.0217346675084075,0.0217346675084075,0.0217924783934937,0.0217924783934937,0.0217924783934937,0.0217924783934937
apple_iPhone12_2.csv,9.69765939890332,85.4691529721059,94.7350164516221,90.8092337635304,53.0794138072201,27.0427388769342,17.2524995066855,15.5886249575327,19.1746804901069,2.89082795628137,0.695945665370974,18.5496485590311,1.83279699670281,0.318661637490014,18.5496485590311,2.39062755695912,0.102656709062392,0.0513553813696193,14.6259041546583,0.582724202843068,0.376832508784602,0.146332131839811,94.7551476176583,21.0433118008119,2.12686050277265,0.55687755158041,0.107734707616093,0.0489186451711863,0.0489186451711863,0.0489186451711863,0.0489186451711863,0.0240236102721925,0.0240236102721925,0.0240236102721925,0.0240236102721925
apple_iPhone12mini_0.csv,0.0132974122070419,0.0131485055113286,0.013828096483819,0.0142445828765747,0.0145475391580267,0.0144604587418588,0.0134959256918433,0.013471093906057,0.0150278164165327,0.0133319428817466,0.0125530915027806,0.0144054950435963,0.0146402078953032,0.013530479781712,0.0144054950435963,3.17217673719417,0.0128651674207782,0.0126328102236919,0.0143526931430407,0.0126477528627275,0.0151582073796518,0.0173614875463086,0.0139417603569023,0.0131247524182023,0.0138834907987394,0.0144337477318098,0.014069963283854,0.0128328075328121,0.0128328075328121,0.0128328075328121,0.0128328075328121,0.0122556800573948,0.0122556800573948,0.0122556800573948,0.0122556800573948
apple_iPhone12mini_1.csv,0.0143622396331463,0.012770285174454,0.0131580392525062,0.0135882359007098,0.0120280639205829,0.012438872793023,0.0122207694321844,0.013019474298139,0.012288957082354,0.0135059190798465,0.0117380072420326,0.0127682557116278,0.0114988293745254,0.0117894784017266,0.0127682557116278,0.0122382357635153,0.0121838928626332,0.0125925197711249,0.0119008685673782,0.0124382757855926,0.0125821964995179,0.0124219064819429,0.0131120249629322,0.0116594008393161,0.0120438200442092,0.0130778040239222,0.0118494488310247,0.0120878106197117,0.0120878106197117,0.0120878106197117,0.0120878106197117,0.0120694332592291,0.0120694332592291,0.0120694332592291,0.0120694332592291
apple_iPhone12mini_2.csv,27.90126038881,52.3840196273391,55.242776182286,40.6699216293757,22.7345265532539,18.3844052784317,12.434989759555,11.6810702944327,14.160131765866,1.97702214888911,0.557980676572722,13.5983557380026,1.08515105263439,0.247299894154512,13.5983557380026,0.946903600314181,0.109139843140577,0.871388589034027,11.1744960510715,0.626051464389897,0.226223131697835,0.0857057172224591,55.4747544004033,15.7828301021117,1.69316573918612,0.505332198587178,0.262690362048485,0.367325287410029,0.367325287410029,0.367325287410029,0.367325287410029,0.404289496491252,0.404289496491252,0.404289496491252,0.404289496491252
apple_iPhone13_0.csv,81.907816254621,96.995321557991,91.0588957333647,79.0130257081892,54.6116661947658,41.4258415509854,27.3576616091023,24.9231400848244,32.7386894931855,5.12594499208908,1.78627221100682,31.5276263552884,3.22295402349879,0.66225024563398,31.5276263552884,3.50679707880467,0.206056600846498,0.198072780216178,23.4521650695178,1.40278950767794,0.694302899861944,0.279821471340501,91.00337270845,34.0278094937783,1.36485104297618,0.47199962510461,0.269290004369191,0.141000319641827,0.141000319641827,0.141000319641827,0.141000319641827,0.162225683713248,0.162225683713248,0.162225683713248,0.162225683713248
apple_iPhone13_1.csv,5.36890877011587,39.5177133365825,93.4391847598323,70.9303054225864,48.925791097448,0.0138320643153959,0.0135656431567906,16.2350429275368,0.0137445637796902,2.75546364161805,0.767116662266248,0.0142170994073344,1.92728353105527,0.0135150586402769,0.0142170994073344,0.0140645665159027,0.127456322048958,0.172285357356773,0.0139040562246804,0.753017774949782,0.013286920235688,0.0137066841264063,93.3278836801555,0.014273370137551,4.23606774360108,1.40257857684232,0.015943220701164,0.173763967605832,0.173763967605832,0.173763967605832,0.173763967605832,0.0881305518318939,0.0881305518318939,0.0881305518318939,0.0881305518318939
apple_iPhone13_2.csv,28.4339878656618,83.9301801006022,82.9799460465381,70.6049281746243,51.4926263249027,39.5144696815019,25.6723534576542,23.1011672976166,29.4866591547185,4.66704808517196,0.935451121166221,28.7591921507051,2.09725558407367,0.42150469542003,28.7591921507051,3.08447473195611,0.116187577036018,0.057633953513315,21.9172349954527,0.924981285642891,0.51384353757202,0.236392959763438,82.9645334407405,45.9882802192529,5.52439490375795,1.04625672025729,0.496845066555782,0.0357861752618459,0.0357861752618459,0.0357861752618459,0.0357861752618459,0.0399242184437608,0.0399242184437608,0.0399242184437608,0.0399242184437608
apple_iPhone8_0.csv,0.0193042801832209,0.0181769224936771,0.0199092111677772,0.0181049303677942,0.0180183896235321,0.0150490620537663,0.0170396333771856,0.0192087421495959,0.0174098045438223,0.0168385772640868,0.0173646091119813,0.0177060974656354,0.0157537201376716,0.0184669134091282,0.0177060974656354,0.0193605666020551,0.0165067501401864,0.0191646585970439,0.0155862753325784,0.0164275376445791,0.0153318512635183,0.0172587315234164,0.0196194080584015,0.0167416304926869,0.0167373137392038,0.0177610722279521,0.0176910192264828,0.0168098488802681,0.0168098488802681,0.0168098488802681,0.0168098488802681,0.0189553769791761,0.0189553769791761,0.0189553769791761,0.0189553769791761
apple_iPhone8_1.csv,33.4464098285659,75.2787717853317,92.8317723620182,78.4617761577992,47.2041023160315,21.3800228198448,12.0020223673226,10.0415685350563,16.3436718869359,1.20111181086291,0.449451309694954,15.7285272831933,0.674811747173075,0.271680464812759,15.7285272831933,1.2138393890769,0.107138309776958,1.98631236734476,8.91981438699767,0.525543351889473,0.337428020237775,0.151349254765754,92.6514031123248,14.5877046156806,1.18356583289506,0.119427963907313,0.0687681668406966,1.0618214456356,1.0618214456356,1.0618214456356,1.0618214456356,1.09838070021245,1.09838070021245,1.09838070021245,1.09838070021245
apple_iPhone8_2.csv,16.3843273420008,41.6823725554927,95.4015017523762,81.1332748863155,56.9567863397455,38.3070643488579,24.6144973448104,20.4598029013151,27.6780892811953,3.55852218727303,0.864245438418554,26.2527992560593,1.80247103541877,0.338501194610803,26.2527992560593,1.90463130303379,0.106914321980399,0.48850693167572,19.4146267041615,0.824361527690385,0.445424447668327,0.202577983099198,95.2873620032093,34.6559708871745,4.91162367419333,1.65164026390824,0.483983668262112,0.291417292818104,0.291417292818104,0.291417292818104,0.291417292818104,0.281677595914266,0.281677595914266,0.281677595914266,0.281677595914266
