,0,1,2,3
0,GammaCorrection0.25,1.0,0.0,46357.58916176253
1,GammaCorrection0.5,1.0,0.0,123817.14669548815
2,GammaCorrection1.0,1.0,0.0,203134.09721193882
3,"GaussianBlur(3,1.0)",1.0,0.0,48040.51272815308
4,"GaussianBlur(3,2.0)",1.0,0.0,18838.270706501593
5,"GaussianBlur(3,4.0)",1.0,0.0,13724.15539221732
6,"GaussianBlur(5,1.0)",1.0,0.0,31017.223871691906
7,"GaussianBlur(5,2.0)",1.0,0.0,4799.603484146004
8,"GaussianBlur(5,4.0)",1.0,0.0,1183.9796484436797
9,blur3,1.0,0.0,12364.96959616941
10,blur5,1.0,0.0,1255.372983457309
11,medianBlur3,1.0,0.0,34864.311124361055
12,medianBlur5,1.0,0.0,5895.815003951701
13,morphologyCL3,1.0,0.0,98688.53858641446
14,morphologyCL5,1.0,0.0,98688.53858641446
15,morphologyOP3,1.0,0.0,96686.25223517738
16,morphologyOP5,1.0,0.0,96686.25223517738
