,0,1,2,3
0,GammaCorrection0.25,1.0,0.0,4020.0191939803562
1,GammaCorrection0.5,1.0,0.0,37321.38132330664
2,GammaCorrection1.0,1.0,0.0,87882.32952886894
3,"GaussianBlur(3,1.0)",1.0,0.0,40850.3887572035
4,"GaussianBlur(3,2.0)",1.0,0.0,26245.644679411926
5,"GaussianBlur(3,4.0)",1.0,0.0,22249.068140621446
6,"GaussianBlur(5,1.0)",1.0,0.0,34274.85976540948
7,"GaussianBlur(5,2.0)",1.0,0.0,2870.7724113898703
8,"GaussianBlur(5,4.0)",1.0,0.0,969.8494781481297
9,blur3,1.0,0.0,21029.77432124761
10,blur5,1.0,0.0,1108.824227144163
11,medianBlur3,1.0,0.0,34092.36145217009
12,medianBlur5,1.0,0.0,2268.7301255322373
13,morphologyCL3,1.0,0.0,49194.819288580045
14,morphologyCL5,1.0,0.0,49194.819288580045
15,morphologyOP3,1.0,0.0,49310.96400513172
16,morphologyOP5,1.0,0.0,49310.96400513172
