,0,1,2,3
0,GammaCorrection0.25,1.0,0.0,46566.09426366201
1,GammaCorrection0.5,1.0,0.0,89489.14477078873
2,GammaCorrection1.0,1.0,0.0,93392.29328162444
3,"GaussianBlur(3,1.0)",1.0,0.0,33907.692304672266
4,"GaussianBlur(3,2.0)",1.0,0.0,23345.972566009073
5,"GaussianBlur(3,4.0)",1.0,0.0,21416.23920033624
6,"GaussianBlur(5,1.0)",1.0,0.0,26219.800772267263
7,"GaussianBlur(5,2.0)",1.0,0.0,3514.7731046543277
8,"GaussianBlur(5,4.0)",1.0,0.0,956.7002664081247
9,blur3,1.0,0.0,20199.629927317805
10,blur5,1.0,0.0,1171.9115835652608
11,medianBlur3,1.0,0.0,26876.179257746044
12,medianBlur5,1.0,0.0,2680.136268305958
13,morphologyCL3,1.0,0.0,61139.48814191242
14,morphologyCL5,1.0,0.0,61139.48814191242
15,morphologyOP3,1.0,0.0,62200.11007021415
16,morphologyOP5,1.0,0.0,62200.11007021415
