,0,1,2,3
0,GammaCorrection0.25,1.0,0.0,36128.427749406386
1,GammaCorrection0.5,1.0,0.0,98660.70323769584
2,GammaCorrection1.0,1.0,0.0,109197.99218437198
3,"GaussianBlur(3,1.0)",1.0,0.0,51530.55769306909
4,"GaussianBlur(3,2.0)",1.0,0.0,27686.963631003517
5,"GaussianBlur(3,4.0)",1.0,0.0,21296.182893499907
6,"GaussianBlur(5,1.0)",1.0,0.0,39726.36069666235
7,"GaussianBlur(5,2.0)",1.0,0.0,2437.0751648802907
8,"GaussianBlur(5,4.0)",1.0,0.0,1282.4585958825182
9,blur3,1.0,0.0,19400.42322741447
10,blur5,1.0,0.0,1302.339817912434
11,medianBlur3,1.0,0.0,24720.668757484338
12,medianBlur5,1.0,0.0,1162.019752373458
13,morphologyCL3,1.0,0.0,66989.34110540505
14,morphologyCL5,1.0,0.0,66989.34110540505
15,morphologyOP3,1.0,0.0,65158.656134492376
16,morphologyOP5,1.0,0.0,65158.656134492376
