,0,1,2,3
0,GammaCorrection0.25,1.0,0.0,27818.584287603942
1,GammaCorrection0.5,1.0,0.0,87966.69665555406
2,GammaCorrection1.0,1.0,0.0,91590.24355661205
3,"GaussianBlur(3,1.0)",1.0,0.0,43051.60999437888
4,"GaussianBlur(3,2.0)",1.0,0.0,28780.506269283826
5,"GaussianBlur(3,4.0)",1.0,0.0,25565.997747373778
6,"GaussianBlur(5,1.0)",1.0,0.0,32425.594489063595
7,"GaussianBlur(5,2.0)",1.0,0.0,5313.165282143115
8,"GaussianBlur(5,4.0)",1.0,0.0,1046.9142155115196
9,blur3,1.0,0.0,24313.574446625127
10,blur5,1.0,0.0,991.4414242706524
11,medianBlur3,1.0,0.0,50532.65581243332
12,medianBlur5,1.0,0.0,6030.70654747845
13,morphologyCL3,1.0,0.0,53596.41584975
14,morphologyCL5,1.0,0.0,53596.41584975
15,morphologyOP3,1.0,0.0,53930.85061070396
16,morphologyOP5,1.0,0.0,53930.85061070396
