,0,1,2,3
0,GammaCorrection0.25,1.0,0.0,47663.22307860149
1,GammaCorrection0.5,1.0,0.0,102793.33686636636
2,GammaCorrection1.0,1.0,0.0,129951.53662215614
3,"GaussianBlur(3,1.0)",1.0,0.0,55257.05953581837
4,"GaussianBlur(3,2.0)",1.0,0.0,35644.64757283933
5,"GaussianBlur(3,4.0)",1.0,0.0,30360.133865189717
6,"GaussianBlur(5,1.0)",1.0,0.0,44291.781217691874
7,"GaussianBlur(5,2.0)",1.0,0.0,5724.135614514142
8,"GaussianBlur(5,4.0)",1.0,0.0,1405.3900776722166
9,blur3,1.0,0.0,29668.714508835634
10,blur5,1.0,0.0,1311.9537278972896
11,medianBlur3,1.0,0.0,48282.03554194214
12,medianBlur5,1.0,0.0,3563.7697227837284
13,morphologyCL3,1.0,0.0,70148.94202778414
14,morphologyCL5,1.0,0.0,70148.94202778414
15,morphologyOP3,1.0,0.0,69919.60566349195
16,morphologyOP5,1.0,0.0,69919.60566349195
