,0,1,2,3
0,GammaCorrection0.25,0.56,0.5,22.853656743441014
1,GammaCorrection0.5,0.67,0.25,24.787473942263603
2,GammaCorrection1.0,0.5499999999999999,0.25,26.341320127272365
3,"GaussianBlur(3,1.0)",0.47,0.65,21.41074407952462
4,"GaussianBlur(3,2.0)",0.6799999999999999,0.5,20.65332313051947
5,"GaussianBlur(3,4.0)",0.5900000000000001,0.6,21.001866849437036
6,"GaussianBlur(5,1.0)",0.65,0.3,24.265652648561282
7,"GaussianBlur(5,2.0)",0.66,0.4,22.563600913859574
8,"GaussianBlur(5,4.0)",0.9,0.2,23.44626722423934
9,blur3,0.72,0.25,24.557209490322077
10,blur5,0.6900000000000001,0.45,21.400576610163984
11,medianBlur3,0.49,0.7,20.286810317688346
12,medianBlur5,0.6799999999999999,0.5,21.5496508795811
13,morphologyCL3,0.87,0.25,24.931185261040095
14,morphologyCL5,0.87,0.25,24.931185261040095
15,morphologyOP3,0.5,0.6,22.16853981688576
16,morphologyOP5,0.5,0.6,22.16853981688576
