,0,1,2,3
0,GammaCorrection0.25,1.0,0.0,11747.040206295987
1,GammaCorrection0.5,1.0,0.0,152582.39634783828
2,GammaCorrection1.0,1.0,0.0,171217.77041068854
3,"GaussianBlur(3,1.0)",1.0,0.0,48148.138623401006
4,"GaussianBlur(3,2.0)",1.0,0.0,31624.251694251077
5,"GaussianBlur(3,4.0)",1.0,0.0,27612.41384061866
6,"GaussianBlur(5,1.0)",1.0,0.0,34066.34030750027
7,"GaussianBlur(5,2.0)",1.0,0.0,5450.271224990948
8,"GaussianBlur(5,4.0)",1.0,0.0,1289.343759761801
9,blur3,1.0,0.0,26367.721615452097
10,blur5,1.0,0.0,1085.157871548111
11,medianBlur3,1.0,0.0,37290.5839433706
12,medianBlur5,1.0,0.0,3345.1704323172025
13,morphologyCL3,1.0,0.0,83211.4006381389
14,morphologyCL5,1.0,0.0,83211.4006381389
15,morphologyOP3,1.0,0.0,84842.27558509701
16,morphologyOP5,1.0,0.0,84842.27558509701
