,0,1,2,3
0,GammaCorrection0.25,0.7708333333333334,0.0,9086.770851765104
1,GammaCorrection0.5,0.8125,0.0,69965.01759088175
2,GammaCorrection1.0,0.8333333333333334,0.0,158464.5095493989
3,"GaussianBlur(3,1.0)",0.8333333333333334,0.0,46994.37868030791
4,"GaussianBlur(3,2.0)",0.75,0.0,31207.33708666235
5,"GaussianBlur(3,4.0)",0.7916666666666666,0.0,27274.574457944487
6,"GaussianBlur(5,1.0)",0.875,0.0,33644.95086568891
7,"GaussianBlur(5,2.0)",0.8125,0.0,4726.3113236048475
8,"GaussianBlur(5,4.0)",1.0,0.0,24.18261152326299
9,blur3,0.8958333333333333,0.4166666666666667,21.872968986944482
10,blur5,0.75,0.0,1211.1318677983213
11,medianBlur3,0.9791666666666666,0.08333333333333333,23.098173671669993
12,medianBlur5,0.75,0.0,7147.113787273555
13,morphologyCL3,0.9583333333333334,0.16666666666666666,24.456420232111824
14,morphologyCL5,0.9583333333333334,0.16666666666666666,24.456420232111824
15,morphologyOP3,0.8125,0.0,86977.08532587916
16,morphologyOP5,0.8125,0.0,86977.08532587916
