,0,1,2,3
0,GammaCorrection0.25,1.0,0.0,34716.83536134718
1,GammaCorrection0.5,1.0,0.0,109161.68081356345
2,GammaCorrection1.0,1.0,0.0,147936.2716554774
3,"GaussianBlur(3,1.0)",1.0,0.0,45717.00147465541
4,"GaussianBlur(3,2.0)",1.0,0.0,22107.928009641586
5,"GaussianBlur(3,4.0)",1.0,0.0,17851.530538374976
6,"GaussianBlur(5,1.0)",1.0,0.0,35724.215403147355
7,"GaussianBlur(5,2.0)",1.0,0.0,1904.7699713703116
8,"GaussianBlur(5,4.0)",1.0,0.0,1195.1041476471282
9,blur3,1.0,0.0,16537.58992794793
10,blur5,1.0,0.0,1346.759658589156
11,medianBlur3,1.0,0.0,34759.22044634638
12,medianBlur5,1.0,0.0,1109.8754045711605
13,morphologyCL3,1.0,0.0,55636.44453340494
14,morphologyCL5,1.0,0.0,55636.44453340494
15,morphologyOP3,1.0,0.0,60907.04911258527
16,morphologyOP5,1.0,0.0,60907.04911258527
