,0,1,2,3
0,GammaCorrection0.25,1.0,0.0,81259.6622063726
1,GammaCorrection0.5,1.0,0.0,161213.7999331073
2,GammaCorrection1.0,1.0,0.0,194433.22412723454
3,"GaussianBlur(3,1.0)",1.0,0.0,44678.13901341422
4,"GaussianBlur(3,2.0)",1.0,0.0,26233.8350217154
5,"GaussianBlur(3,4.0)",1.0,0.0,20834.76514645258
6,"GaussianBlur(5,1.0)",1.0,0.0,34130.89822263261
7,"GaussianBlur(5,2.0)",1.0,0.0,2784.3525257116626
8,"GaussianBlur(5,4.0)",1.0,0.0,992.2771954855908
9,blur3,1.0,0.0,19351.727270159525
10,blur5,1.0,0.0,1186.0097606930374
11,medianBlur3,1.0,0.0,30559.900529882798
12,medianBlur5,1.0,0.0,2332.916085645753
13,morphologyCL3,1.0,0.0,87053.11087074227
14,morphologyCL5,1.0,0.0,87053.11087074227
15,morphologyOP3,1.0,0.0,86139.00481870274
16,morphologyOP5,1.0,0.0,86139.00481870274
