,0,1,2,3
0,GammaCorrection0.25,0.5416666666666667,0.9166666666666666,20.222915589663238
1,GammaCorrection0.5,0.5416666666666667,0.9166666666666666,21.19010178195856
2,GammaCorrection1.0,0.7708333333333333,0.4166666666666667,26.093966781888568
3,"GaussianBlur(3,1.0)",0.9166666666666667,0.16666666666666666,23.571235980751577
4,"GaussianBlur(3,2.0)",0.7083333333333333,0.3333333333333333,22.531697613971446
5,"GaussianBlur(3,4.0)",0.5416666666666667,0.9166666666666666,19.216995131913794
6,"GaussianBlur(5,1.0)",0.8333333333333333,0.25,25.28180947524326
7,"GaussianBlur(5,2.0)",0.7708333333333333,0.4166666666666667,23.315050925425055
8,"GaussianBlur(5,4.0)",0.6666666666666666,0.5833333333333334,21.4022597193409
9,blur3,0.6458333333333333,0.5833333333333334,21.499496624604927
10,blur5,0.8333333333333333,0.08333333333333333,22.95241948047971
11,medianBlur3,0.9375,0.16666666666666666,25.18942676383042
12,medianBlur5,0.8541666666666667,0.25,22.404535136167613
13,morphologyCL3,0.75,0.4166666666666667,22.639123609320333
14,morphologyCL5,0.75,0.4166666666666667,22.639123609320333
15,morphologyOP3,0.6875,0.4166666666666667,21.9011430472301
16,morphologyOP5,0.6875,0.4166666666666667,21.9011430472301
