,0,1,2,3
0,GammaCorrection0.25,1.0,0.0,9187.271312334373
1,GammaCorrection0.5,1.0,0.0,81131.26620479344
2,GammaCorrection1.0,1.0,0.0,192333.0529000077
3,"GaussianBlur(3,1.0)",1.0,0.0,46836.60290300997
4,"GaussianBlur(3,2.0)",1.0,0.0,12241.664237727422
5,"GaussianBlur(3,4.0)",1.0,0.0,8143.129455748245
6,"GaussianBlur(5,1.0)",1.0,0.0,41788.98820756002
7,"GaussianBlur(5,2.0)",1.0,0.0,634.0237617643645
8,"GaussianBlur(5,4.0)",1.0,0.0,937.9783839982958
9,blur3,1.0,0.0,7063.623182992957
10,blur5,1.0,0.0,1011.7698933179645
11,medianBlur3,1.0,0.0,21773.76146632156
12,medianBlur5,1.0,0.0,1059.4337875976562
13,morphologyCL3,1.0,0.0,66387.56757502258
14,morphologyCL5,1.0,0.0,66387.56757502258
15,morphologyOP3,1.0,0.0,67705.65211116917
16,morphologyOP5,1.0,0.0,67705.65211116917
