,0,1,2,3
0,27274.574457944487,16.808212773748156,22.571906070362584,21.741841266690617
1,21.664025551900934,21.193816740802898,21.902273671802195,22.378781071144434
2,23.97555772155826,25.15195729382161,27963.2532372324,25.147154813544446
3,18.34064865726272,22.034448698850984,27.373610032706495,31487.55916607653
"GaussianBlur(3,4.0)",0.7916666666666666,0.0,27274.574457944487
