,0,1,2
0,30456.393880425043,23.075804183512297,20.417246282645927
1,25.337955508955872,43075.81798424331,426.1206634622696
2,21.65158504295384,345.3094999431697,40904.97345516747
"GaussianBlur(3,4.0)",1.0,0.0,30456.393880425043
