,0,1,2,3
0,1805.7065836228846,18.711160454909038,18.947823751312182,19.93884933202829
1,19.646009292254053,1422.440917500831,19.818630763424952,26.55618261695677
2,21.570197314426366,29.067336652793692,1346.759658589156,20.50805165969681
3,19.750224199587294,23.543568220103428,24.304549449071512,1408.2758437460648
blur5,1.0,0.0,1346.759658589156
