,0,1,2
0,2209.3380801910994,20.181919358679455,21.102277599899715
1,24.198746099727387,2071.5801241967406,160.0769474774383
2,25.192656498964837,145.400390714373,1828.090642434687
blur5,1.0,0.0,1828.090642434687
