,0,1,2,3
0,34566.77142872798,23.32505165584135,29.170235638767878,22.64568723039558
1,31.53449606236457,30559.900529882798,21.223665526282854,20.278434037328736
2,22.181680209245624,22.937316720061958,52543.59264105116,29.473154069252043
3,22.510061978460747,20.327466731166147,45.97570998920429,48247.27353431612
medianBlur3,1.0,0.0,30559.900529882798
