,0,1,2,3
0,35650.53147265593,21.500552356596284,20.240536748813863,24.000098733165533
1,25.122620706201026,30347.557640981053,19.663127020157532,17.3575424239552
2,22.018706432602336,21.53744160422892,24820.852425281177,21.336204449128218
3,24.240974491455507,19.894318059744545,19.87690266462351,32838.0483223709
"GaussianBlur(3,2.0)",1.0,0.0,24820.852425281177
