,0,1,2
0,123817.14669548815,23.11919518996238,30.64943144093175
1,21.070691101350494,193580.33843036633,20.436148453263872
2,22.755429765413023,19.839391091984535,139558.30869241158
GammaCorrection0.5,1.0,0.0,123817.14669548815
