,0,1,2
0,51343.05815201619,32.545595028256,18.851802298822946
1,26.483577910204048,18838.270706501593,21.49916638496512
2,26.069391011409724,23.235434308092614,32765.774302788283
"GaussianBlur(3,2.0)",1.0,0.0,18838.270706501593
