,0,1,2
0,7711.306509727218,29.988241657451123,20.09452844554923
1,27.168946617752464,4799.603484146004,19.50872654138882
2,20.860853986585326,18.896185657625807,6780.84434257003
"GaussianBlur(5,2.0)",1.0,0.0,4799.603484146004
