,0,1,2
0,58167.43890376372,37.08891699291861,22.082505824540753
1,32.780448977690575,31017.223871691906,20.138215916364143
2,26.60109703818666,23.896223357121293,45371.60697113292
"GaussianBlur(5,1.0)",1.0,0.0,31017.223871691906
