,0,1,2
0,145336.6269090614,22.285196133991125,21.226164489839665
1,23.624001843664093,152996.94660705593,404.7520878523065
2,20.157754019787816,335.0278606963525,121289.95404193297
GammaCorrection0.5,1.0,0.0,121289.95404193297
