,0,1,2,3
0,151762.65163294517,26.0305067005193,19.274323884498465,24.84099799784002
1,26.173617399420944,153015.88139016333,21.698982987989847,22.920363649818277
2,20.59677185586021,17.109530938742466,21.439526860570105,21.789600412057474
3,19.582924049615592,20.099968023413624,22.639123609320333,21.95103446198863
morphologyCL3,0.75,0.4166666666666667,22.639123609320333
