,0,1,2
0,203134.09721193882,21.20198054731117,20.683189415601078
1,21.339934695514305,238071.8551300013,21.147374993643997
2,22.214918615474552,20.349841269318116,229209.87685355922
GammaCorrection1.0,1.0,0.0,203134.09721193882
