,0,1,2
0,48747.00786485854,30.040690312097222,26.878069841556037
1,26.057072547961344,34864.311124361055,19.185258270747077
2,27.279464049155248,23.011365301157976,58585.966731855646
medianBlur3,1.0,0.0,34864.311124361055
