,0,1,2,3
0,129274.60166005645,23.579741594524776,17.851904206490236,18.807636224567325
1,19.413933119772178,102027.33915862328,17.7411789697575,21.465516192607822
2,19.085825887717064,18.28144994460073,97327.8919603283,17.62666270834873
3,21.865478227217263,25.131001558223307,19.05340303536514,75586.30452196745
GammaCorrection0.5,1.0,0.0,75586.30452196745
