,0,1,2,3
0,111351.10463780293,22.53877884271075,24.02229811313796,22.680637608019005
1,24.129223603897238,104460.95306458572,18.6001854559434,23.47323848004873
2,22.17382725475628,23.270769897027172,76473.06400186763,20.798371503187404
3,19.914037794310087,29.045504773114168,21.316472694340764,100689.58913773524
morphologyOP5,1.0,0.0,76473.06400186763
