,0,1,2
0,50969.52633709952,19.529624273994383,20.47239952729056
1,25.75369615322451,64196.61773398613,466.789899974179
2,20.35248222586761,341.46892045593,59037.14644133976
"GaussianBlur(3,1.0)",1.0,0.0,50969.52633709952
