,0,1,2
0,29097.072968997596,27.345391706571633,19.916433850927053
1,24.66921827482416,41588.88712450986,395.08225252891145
2,24.279683006311817,360.2493182037016,39029.59201964927
blur3,1.0,0.0,29097.072968997596
