,0,1,2
0,1400.6712373490525,36.92555126287675,21.24205848636446
1,23.34585934008615,1255.372983457309,20.557665845821788
2,20.68062908023475,19.639703828313902,1624.3217224500322
blur5,1.0,0.0,1255.372983457309
