,0,1,2,3
0,634.0237617643645,21.402346519898646,20.83414329044394,18.212579199896275
1,19.610000592303713,8838.805074862037,29.75683570969789,21.42155704013327
2,24.799725676809814,24.68921353307448,10623.007013027489,26.11665494859353
3,23.428276612700728,20.77695508256945,19.628789871909266,4396.5042882095
"GaussianBlur(5,2.0)",1.0,0.0,634.0237617643645
