,0,1,2
0,159768.51498127248,19.481735311270192,18.931776421679178
1,25.85408795890229,156706.9857716581,358.8671982486775
2,20.826208452337486,358.6472042824014,113509.74604087805
GammaCorrection1.0,1.0,0.0,113509.74604087805
