,0,1,2,3
0,187599.28924348246,22.07274093775926,20.090399691683565,20.5658158856299
1,22.905305606379166,157246.02827139007,25.62494367076329,24.663508996583108
2,22.526953396707775,25.879996658375855,123360.31622941737,19.777819385233208
3,22.882459231755544,22.999116646207632,23.369229666660598,157667.93451383262
GammaCorrection1.0,1.0,0.0,123360.31622941737
