,0,1,2
0,41904.97324370204,25.00977478188121,26.5131265515759
1,29.819897154007453,45856.06675580525,441.0248723547448
2,19.521463302398853,317.9239188127737,49216.95837031897
medianBlur3,1.0,0.0,41904.97324370204
