,0,1,2,3
0,23764.586287433358,28.677643880740842,24.70073268229822,24.32324267602972
1,27.554058873292515,19351.727270159525,20.949373286674444,23.821117149911316
2,24.39782332733742,22.574385987537724,20969.70146217392,30.710669156588544
3,25.070706108067423,21.94014692151733,24.98637466867129,28243.374440496427
blur3,1.0,0.0,19351.727270159525
