,0,1,2
0,70055.58220872785,22.266254195986132,19.936709941647752
1,25.237490200607528,103378.61739529199,364.73257167211074
2,22.059066205847614,334.6158079238858,81854.0858272698
morphologyCL3,1.0,0.0,70055.58220872785
