,0,1,2,3
0,85008.63362456988,22.860904436491086,25.783092406495506,21.40315719277703
1,20.185423072247563,106590.08307113167,20.508726650924842,34.05954943925235
2,20.592901529426914,22.512750506925382,71473.9409942181,28.761177610837517
3,23.85482037135715,21.1737666963849,19.22534415753221,78670.72071043694
morphologyOP3,1.0,0.0,71473.9409942181
