,0,1,2,3
0,2955.078438196803,18.889945629342122,23.115927612426038,22.29319435466285
1,21.657482378770478,3394.2288118177053,23.657017275258315,28.267176243359724
2,20.38007909739388,18.606804359905425,2790.825100924848,21.361522430980717
3,21.51283712982744,25.289549529492405,23.711139424222303,1329.5286376971662
blur5,1.0,0.0,1329.5286376971662
