,0,1,2,3
0,69128.16497944506,19.032612527486144,26.351518133316027,20.211488904331866
1,19.459878419886344,47788.59512006576,23.81312592263356,20.071960527379368
2,19.920127262696674,22.588336889376038,22586.692776083455,20.861846229874395
3,20.786745227770982,19.75365665052379,19.228639826200617,31350.009823465978
medianBlur3,1.0,0.0,22586.692776083455
