,0,1,2
0,44141.455786063154,29.787402529743993,23.787231182152887
1,26.392893626612597,12364.96959616941,23.73199955534278
2,22.53098703539058,23.893578492423934,24276.562693903164
blur3,1.0,0.0,12364.96959616941
