,0,1,2
0,98688.53858641446,24.912312132144546,25.278815200487156
1,21.01972479102887,127377.22081349153,19.675344961905914
2,23.60639262032281,19.797765911155302,126796.47795671855
morphologyCL5,1.0,0.0,98688.53858641446
