,0,1,2,3
0,69965.01759088175,30.22873839507202,28.72617916310833,37.72779674718338
1,29.51950909267561,25.526715033504523,24.25264841659526,28.15672670027886
2,26.610145792438527,26.773601493333306,116652.86324138826,29.597978089190423
3,24.534993170642743,24.22640803057296,34.904621791409056,148080.22336375632
GammaCorrection0.5,0.8125,0.0,69965.01759088175
