,0,1,2
0,7989.238575145196,22.747971189157,21.598915404858534
1,23.135504545034163,1699.1916173949494,190.66232235748674
2,24.63789201621375,81.53508537787877,3756.1421958593032
medianBlur5,1.0,0.0,1699.1916173949494
