,0,1,2
0,45744.967423803326,26.3732774148406,23.844787710323534
1,26.46738076498684,13724.15539221732,21.06377952834216
2,25.648540834802795,21.046619148089352,26284.08064366506
"GaussianBlur(3,4.0)",1.0,0.0,13724.15539221732
