,0,1,2
0,96686.25223517738,23.098841533102103,26.896130893378047
1,22.687233936014234,126630.53758514379,24.869757494414078
2,22.298957939576454,20.41933023454969,127268.37161988267
morphologyOP5,1.0,0.0,96686.25223517738
