,0,1,2,3
0,35220.76088124352,22.427384574693626,20.934342418816865,25.020856686903638
1,24.06137848043142,53730.83853906487,20.97530770844016,24.029591735631413
2,19.331445321099057,20.86077530861896,58026.29578861676,18.835577056306914
3,23.400710533783936,23.793400798442153,27.641292682258047,34759.22044634638
medianBlur3,1.0,0.0,34759.22044634638
