,0,1,2,3
0,98127.50438431864,25.578301521096368,30.87362965835543,30.7045394447449
1,27.676347048433325,70148.94202778414,20.049812846039295,25.978744498896706
2,31.577729228876013,26.064455751326246,83080.57040231243,29.129099967305667
3,30.41810404275848,25.871297472305084,34.968020954735074,101725.53015398573
morphologyCL3,1.0,0.0,70148.94202778414
