,0,1,2
0,34309.384302899896,21.88291157812736,19.14818970765211
1,23.880392055801742,47054.20965308501,415.9300428294837
2,24.84927575080789,355.7557870097702,43783.055054071156
"GaussianBlur(3,2.0)",1.0,0.0,34309.384302899896
