,0,1,2
0,72429.69153333602,19.687607667754012,25.103121023262563
1,25.586310843436355,104543.29282558663,365.7995103866761
2,23.008521514328393,357.12163021883146,80883.47685292248
morphologyOP5,1.0,0.0,72429.69153333602
