,0,1,2
0,39239.804055506036,23.08476429043032,26.994731394551906
1,33.62828383888771,48621.346428448305,403.0678715450764
2,31.029508455186896,344.48141936693867,45025.34380819514
"GaussianBlur(5,1.0)",1.0,0.0,39239.804055506036
