,0,1,2
0,2417.103301560841,20.895364558906245,24.63918997631649
1,28.840737713484312,2174.1928596986377,200.94222789491505
2,21.796449125127136,151.7612349860693,2274.466473061794
"GaussianBlur(5,4.0)",1.0,0.0,2174.1928596986377
