,0,1,2,3
0,1159.2573536098096,20.372806818254784,21.563189549572012,29.22339279445801
1,19.553710738056246,1384.1354018304864,21.721988381058406,20.46635883980738
2,22.375228499255684,19.710135989374866,1173.7696283034309,18.50169357492756
3,20.44299648426714,22.77101598596221,20.63146246878985,1288.9097172790327
blur5,1.0,0.0,1159.2573536098096
