,0,1,2,3
0,57753.739486585415,24.864790103473588,20.91564360130318,20.02834305642723
1,22.453998962524988,58615.924108374864,26.284611316927037,22.949541825471634
2,24.312802256622327,25.756653346402302,62331.664984542454,19.634971175728012
3,21.55404757176705,27.773098331837364,22.13494017612342,62135.72858622377
medianBlur3,1.0,0.0,57753.739486585415
