,0,1,2,3
0,8964.54786498724,20.77215293470113,20.835618882058053,19.971365817278617
1,21.30940980706463,13393.864524787718,19.001708240680866,26.107850216310787
2,21.237701460745868,20.296194699144877,10495.171531375681,21.893952484558252
3,23.237409826372986,19.76326751705474,22.487340702489675,5724.135614514142
"GaussianBlur(5,2.0)",1.0,0.0,5724.135614514142
