,0,1,2,3
0,4020.0191939803562,23.69162560336614,22.528136258429853,18.90841556375474
1,25.286655760306346,131810.19505542397,22.686746782095806,23.727092742270433
2,21.026468024174815,20.939997931681656,89085.11944550963,18.149742934899308
3,23.831230975532122,23.505135301998475,19.510373265811868,155957.0400478621
GammaCorrection0.25,1.0,0.0,4020.0191939803562
