,0,1,2
0,1780.777194982671,31.625612540455425,24.09678470863814
1,23.19392204808143,1183.9796484436797,19.63391629153745
2,19.824721279980395,19.351613436587833,1427.26491271452
"GaussianBlur(5,4.0)",1.0,0.0,1183.9796484436797
