,0,1,2
0,5962.781923373931,29.747559564485297,20.669240700407887
1,23.806228800980104,5895.815003951701,19.884785111829306
2,26.12683504588153,20.611419563028967,17581.904827509738
medianBlur5,1.0,0.0,5895.815003951701
